Date,Close
4/9/2018 16:00:00,163.33
4/10/2018 16:00:00,167.62
4/11/2018 16:00:00,168.97
4/12/2018 16:00:00,171.03
4/13/2018 16:00:00,168.81
4/16/2018 16:00:00,171
4/17/2018 16:00:00,173.86
4/18/2018 16:00:00,174.13
4/19/2018 16:00:00,173.23
4/20/2018 16:00:00,172.69
4/23/2018 16:00:00,171.71
4/24/2018 16:00:00,169.19
4/25/2018 16:00:00,166.84
4/26/2018 16:00:00,170.4
4/27/2018 16:00:00,176.54
4/30/2018 16:00:00,173.18
5/1/2018 16:00:00,174.38
5/2/2018 16:00:00,171.25
5/3/2018 16:00:00,173.59
5/4/2018 16:00:00,176.14
5/7/2018 16:00:00,176.35
5/8/2018 16:00:00,176.09
5/9/2018 16:00:00,176.44
5/10/2018 16:00:00,179.12
5/11/2018 16:00:00,178.03
5/14/2018 16:00:00,176.42
5/15/2018 16:00:00,178.28
5/16/2018 16:00:00,180.09
5/17/2018 16:00:00,180.3
5/18/2018 16:00:00,180.04
5/21/2018 16:00:00,181.76
5/22/2018 16:00:00,180.41
5/23/2018 16:00:00,181.87
5/24/2018 16:00:00,181.08
5/25/2018 16:00:00,181.29
5/29/2018 16:00:00,181.79
5/30/2018 16:00:00,184.32
5/31/2018 16:00:00,184.03
6/1/2018 16:00:00,187.38
6/4/2018 16:00:00,189.79
6/5/2018 16:00:00,191.77
6/6/2018 16:00:00,192.86
6/7/2018 16:00:00,192.83
6/8/2018 16:00:00,198.95
6/11/2018 16:00:00,196.59
6/12/2018 16:00:00,194.02
6/13/2018 16:00:00,197.47
6/14/2018 16:00:00,200.72
6/15/2018 16:00:00,199.97
6/18/2018 16:00:00,200.56
6/19/2018 16:00:00,200.16
6/20/2018 16:00:00,202.12
6/21/2018 16:00:00,198.42
6/22/2018 16:00:00,195.61
6/25/2018 16:00:00,190.38
6/26/2018 16:00:00,191.57
6/27/2018 16:00:00,188.11
6/28/2018 16:00:00,191.97
6/29/2018 16:00:00,193.32
7/2/2018 16:00:00,194.22
7/3/2018 13:00:00,195.81
7/5/2018 16:00:00,195.86
7/6/2018 16:00:00,197.65
7/9/2018 16:00:00,199.26
7/10/2018 16:00:00,199.46
7/11/2018 16:00:00,198.47
7/12/2018 16:00:00,202.31
7/13/2018 16:00:00,202.89
7/16/2018 16:00:00,202.51
7/17/2018 16:00:00,206.47
7/18/2018 16:00:00,206.24
7/19/2018 16:00:00,206.7
7/20/2018 16:00:00,206.27
7/23/2018 16:00:00,206.63
7/24/2018 16:00:00,203.35
7/25/2018 16:00:00,205.81
7/26/2018 16:00:00,205.17
7/27/2018 16:00:00,203.02
7/30/2018 16:00:00,200.14
7/31/2018 16:00:00,201.46
8/1/2018 16:00:00,205.55
8/2/2018 16:00:00,209.13
8/3/2018 16:00:00,208.15
8/6/2018 16:00:00,212.03
8/7/2018 16:00:00,212.09
8/8/2018 16:00:00,212.11
8/9/2018 16:00:00,213.21
8/10/2018 16:00:00,213.96
8/13/2018 16:00:00,213.5
8/14/2018 16:00:00,216.14
8/15/2018 16:00:00,215.38
8/16/2018 16:00:00,216.12
8/17/2018 16:00:00,217.29
8/20/2018 16:00:00,217.57
8/21/2018 16:00:00,218.6
8/22/2018 16:00:00,222.02
8/23/2018 16:00:00,222.83
8/24/2018 16:00:00,225.14
8/27/2018 16:00:00,222.63
8/28/2018 16:00:00,224.22
8/29/2018 16:00:00,227.78
8/30/2018 16:00:00,227.49
8/31/2018 16:00:00,230.98
9/4/2018 16:00:00,233.73
9/5/2018 16:00:00,230.78
9/6/2018 16:00:00,235.19
9/7/2018 16:00:00,235
9/10/2018 16:00:00,236.1
9/11/2018 16:00:00,236.99
9/12/2018 16:00:00,236.83
9/13/2018 16:00:00,237.51
9/14/2018 16:00:00,240.03
9/17/2018 16:00:00,234.25
9/18/2018 16:00:00,235.14
9/19/2018 16:00:00,227.96
9/20/2018 16:00:00,229.72
9/21/2018 16:00:00,228.23
9/24/2018 16:00:00,229.11
9/25/2018 16:00:00,230.03
9/26/2018 16:00:00,227.25
9/27/2018 16:00:00,227.32
9/28/2018 16:00:00,228.55
10/1/2018 16:00:00,227.47
10/2/2018 16:00:00,224.27
10/3/2018 16:00:00,225.69
10/4/2018 16:00:00,221.21
10/5/2018 16:00:00,220.57
10/8/2018 16:00:00,216.66
10/9/2018 16:00:00,215.78
10/10/2018 16:00:00,208.22
10/11/2018 16:00:00,203.18
10/12/2018 16:00:00,206.75
10/15/2018 16:00:00,206.52
10/16/2018 16:00:00,213.94
10/17/2018 16:00:00,212.76
10/18/2018 16:00:00,210.99
10/19/2018 16:00:00,207.74
10/22/2018 16:00:00,208.01
10/23/2018 16:00:00,206.55
10/24/2018 16:00:00,196.8
10/25/2018 16:00:00,196.62
10/26/2018 16:00:00,189.88
10/29/2018 16:00:00,187.9
10/30/2018 16:00:00,188.99
10/31/2018 16:00:00,192.71
11/1/2018 16:00:00,198.42
11/2/2018 16:00:00,190.07
11/5/2018 16:00:00,192.15
11/6/2018 16:00:00,190.46
11/7/2018 16:00:00,199.52
11/8/2018 16:00:00,198.25
11/9/2018 16:00:00,196.33
11/12/2018 16:00:00,189.16
11/13/2018 16:00:00,190.77
11/14/2018 16:00:00,188
11/15/2018 16:00:00,193.3
11/16/2018 16:00:00,191.92
11/19/2018 16:00:00,181.23
11/20/2018 16:00:00,177.2
11/21/2018 16:00:00,179.37
11/23/2018 13:00:00,179.8
11/26/2018 16:00:00,179.77
11/27/2018 16:00:00,177.64
11/28/2018 16:00:00,186.23
11/29/2018 16:00:00,190.44
11/30/2018 16:00:00,198.63
12/3/2018 16:00:00,201.91
12/4/2018 16:00:00,192.56
12/6/2018 16:00:00,190.48
12/7/2018 16:00:00,182.41
12/10/2018 16:00:00,185.05
12/11/2018 16:00:00,185.59
12/12/2018 16:00:00,189.26
12/13/2018 16:00:00,191.73
12/14/2018 16:00:00,188.07
12/17/2018 16:00:00,182.2
12/18/2018 16:00:00,186.5
12/19/2018 16:00:00,187.7
12/20/2018 16:00:00,182.31
12/21/2018 16:00:00,175.05
12/24/2018 13:00:00,171.5
12/26/2018 16:00:00,182.27
12/27/2018 16:00:00,183.97
12/28/2018 16:00:00,184.16
12/31/2018 16:00:00,187
1/2/2019 16:00:00,185.49
1/3/2019 16:00:00,178.77
1/4/2019 16:00:00,189.48
1/7/2019 16:00:00,193.45
1/8/2019 16:00:00,197.17
1/9/2019 16:00:00,199.02
1/10/2019 16:00:00,204.31
1/11/2019 16:00:00,205.78
1/14/2019 16:00:00,203.44
1/15/2019 16:00:00,208.51
1/16/2019 16:00:00,210.59
1/17/2019 16:00:00,211.69
1/18/2019 16:00:00,216.39
1/22/2019 16:00:00,212.88
1/23/2019 16:00:00,215.3
1/24/2019 16:00:00,215.14
1/25/2019 16:00:00,218.01
1/28/2019 16:00:00,216.24
1/29/2019 16:00:00,214.51
1/30/2019 16:00:00,217.73
1/31/2019 16:00:00,225.2
2/1/2019 16:00:00,228.51
2/4/2019 16:00:00,230.06
2/5/2019 16:00:00,231.85
2/6/2019 16:00:00,232.19
2/7/2019 16:00:00,232.21
2/8/2019 16:00:00,235.98
2/11/2019 16:00:00,235.74
2/12/2019 16:00:00,239.69
2/13/2019 16:00:00,240.64
2/14/2019 16:00:00,242.46
2/15/2019 16:00:00,240.64
2/19/2019 16:00:00,244.34
2/20/2019 16:00:00,243.63
2/21/2019 16:00:00,245.47
2/22/2019 16:00:00,248.65
2/25/2019 16:00:00,247.02
2/26/2019 16:00:00,246.51
2/27/2019 16:00:00,249.06
2/28/2019 16:00:00,247.82
3/1/2019 16:00:00,251.58
3/4/2019 16:00:00,248.05
3/5/2019 16:00:00,247.26
3/6/2019 16:00:00,245.43
3/7/2019 16:00:00,246.8
3/8/2019 16:00:00,245.6
3/11/2019 16:00:00,252.76
3/12/2019 16:00:00,256.75
3/13/2019 16:00:00,257.81
3/14/2019 16:00:00,261.24
3/15/2019 16:00:00,263.38
3/18/2019 16:00:00,264.18
3/19/2019 16:00:00,264.61
3/20/2019 16:00:00,263.39
3/21/2019 16:00:00,269.07
3/22/2019 16:00:00,263.33
3/25/2019 16:00:00,262.58
3/26/2019 16:00:00,265.51
3/27/2019 16:00:00,262.94
3/28/2019 16:00:00,266.45
3/29/2019 16:00:00,271.63
4/1/2019 16:00:00,272.77
4/2/2019 16:00:00,275.59
4/3/2019 16:00:00,276.63
4/4/2019 16:00:00,270.63
4/5/2019 16:00:00,272.31
4/8/2019 16:00:00,275.45
4/9/2019 16:00:00,275.79
4/10/2019 16:00:00,276.31
4/11/2019 16:00:00,279.34
4/12/2019 16:00:00,279.11
4/15/2019 16:00:00,278.23
4/16/2019 16:00:00,283.39
